C0-IV (42634 genes)	C1-IV (41276 genes)
TRINITY_DN33071_c0_g1_i5	TRINITY_DN3361_c0_g1_i3
TRINITY_DN33072_c0_g1_i2	TRINITY_DN3361_c0_g1_i5
TRINITY_DN330738_c0_g1_i1	TRINITY_DN336209_c0_g1_i1
TRINITY_DN33074_c0_g1_i1	TRINITY_DN33620_c0_g1_i1
TRINITY_DN33075_c0_g1_i1	TRINITY_DN33622_c0_g3_i3
TRINITY_DN33075_c0_g1_i2	TRINITY_DN33622_c1_g1_i1
TRINITY_DN33077_c0_g1_i1	TRINITY_DN33624_c0_g1_i1
TRINITY_DN330789_c0_g1_i1	TRINITY_DN3362_c0_g1_i4
TRINITY_DN33087_c0_g1_i1	TRINITY_DN3362_c0_g1_i7
TRINITY_DN33088_c0_g1_i1	TRINITY_DN33632_c1_g1_i2
TRINITY_DN33088_c0_g1_i7	TRINITY_DN336339_c0_g1_i1
TRINITY_DN33089_c0_g1_i6	TRINITY_DN3363_c0_g1_i1
TRINITY_DN3308_c0_g1_i1	TRINITY_DN33641_c0_g2_i1
TRINITY_DN3308_c0_g1_i2	TRINITY_DN33641_c1_g1_i1
TRINITY_DN330906_c0_g1_i1	TRINITY_DN33649_c0_g1_i4
TRINITY_DN33090_c0_g1_i2	TRINITY_DN33653_c0_g1_i1
TRINITY_DN33090_c0_g2_i1	TRINITY_DN336551_c0_g1_i1
TRINITY_DN33091_c2_g2_i2	TRINITY_DN33655_c2_g1_i1
TRINITY_DN3309_c0_g2_i2	TRINITY_DN33662_c0_g1_i2
TRINITY_DN330_c0_g1_i1	TRINITY_DN33663_c0_g1_i5
TRINITY_DN330_c0_g1_i13	TRINITY_DN33663_c2_g1_i1
TRINITY_DN330_c0_g1_i16	TRINITY_DN33664_c0_g1_i1
TRINITY_DN330_c0_g1_i3	TRINITY_DN3366_c0_g1_i1
TRINITY_DN330_c1_g1_i1	TRINITY_DN3366_c0_g1_i2
TRINITY_DN330_c1_g1_i7	TRINITY_DN336732_c0_g1_i1
TRINITY_DN330_c1_g2_i1	TRINITY_DN33673_c0_g3_i1
TRINITY_DN330_c4_g1_i1	TRINITY_DN33677_c0_g1_i9
TRINITY_DN33104_c0_g2_i3	TRINITY_DN3367_c0_g1_i11
TRINITY_DN33105_c0_g1_i1	TRINITY_DN3367_c0_g1_i12
TRINITY_DN33108_c0_g1_i3	TRINITY_DN3367_c0_g2_i1
TRINITY_DN3310_c0_g1_i5	TRINITY_DN33681_c0_g1_i6
TRINITY_DN33110_c0_g2_i1	TRINITY_DN33683_c0_g1_i1
TRINITY_DN331111_c0_g1_i1	TRINITY_DN33688_c2_g1_i1
TRINITY_DN33112_c0_g1_i1	TRINITY_DN33693_c0_g1_i1
TRINITY_DN33117_c0_g2_i1	TRINITY_DN336947_c0_g1_i1
TRINITY_DN3311_c0_g1_i1	TRINITY_DN336987_c0_g1_i1
TRINITY_DN33124_c0_g2_i2	TRINITY_DN3369_c0_g1_i9
TRINITY_DN331266_c0_g1_i1	TRINITY_DN3370_c0_g1_i7
TRINITY_DN331295_c0_g1_i1	TRINITY_DN3370_c8_g1_i1
TRINITY_DN33129_c0_g1_i10	TRINITY_DN33716_c0_g2_i1
TRINITY_DN33129_c0_g1_i9	TRINITY_DN3371_c0_g1_i1
TRINITY_DN3312_c1_g1_i10	TRINITY_DN33721_c0_g1_i1
TRINITY_DN3312_c4_g1_i4	TRINITY_DN33722_c0_g1_i5
TRINITY_DN331315_c0_g1_i1	TRINITY_DN33724_c0_g1_i3
TRINITY_DN33133_c0_g3_i1	TRINITY_DN33724_c0_g1_i6
TRINITY_DN331355_c0_g1_i1	TRINITY_DN33725_c0_g1_i1
TRINITY_DN33136_c0_g1_i1	TRINITY_DN33726_c0_g1_i1
TRINITY_DN33138_c0_g1_i2	TRINITY_DN337285_c0_g1_i1
TRINITY_DN3313_c1_g1_i3	TRINITY_DN3372_c0_g1_i1
TRINITY_DN3313_c1_g1_i5	TRINITY_DN3372_c1_g1_i3
TRINITY_DN33141_c0_g1_i2	TRINITY_DN33733_c1_g1_i1
TRINITY_DN33142_c0_g1_i2	TRINITY_DN33734_c0_g2_i1
TRINITY_DN33145_c0_g1_i2	TRINITY_DN33737_c1_g1_i2
TRINITY_DN331490_c0_g1_i1	TRINITY_DN33738_c0_g2_i7
TRINITY_DN3314_c0_g1_i1	TRINITY_DN3373_c0_g1_i1
TRINITY_DN33151_c2_g1_i1	TRINITY_DN337438_c0_g1_i1
TRINITY_DN33152_c0_g1_i1	TRINITY_DN337487_c0_g1_i1
TRINITY_DN33152_c0_g2_i1	TRINITY_DN337519_c0_g1_i1
TRINITY_DN33152_c2_g1_i1	TRINITY_DN33757_c0_g2_i1
TRINITY_DN33155_c0_g1_i1	TRINITY_DN33761_c1_g1_i1
TRINITY_DN33155_c0_g2_i1	TRINITY_DN33762_c1_g1_i1
TRINITY_DN33155_c1_g2_i1	TRINITY_DN33763_c0_g1_i3
TRINITY_DN33156_c0_g1_i1	TRINITY_DN33763_c0_g3_i1
TRINITY_DN33158_c0_g1_i1	TRINITY_DN33768_c1_g1_i1
TRINITY_DN3315_c1_g1_i1	TRINITY_DN3376_c0_g3_i1
TRINITY_DN33160_c0_g1_i1	TRINITY_DN33774_c0_g1_i2
TRINITY_DN33167_c1_g1_i2	TRINITY_DN3377_c0_g1_i4
TRINITY_DN331694_c0_g1_i1	TRINITY_DN3377_c0_g2_i1
TRINITY_DN3316_c0_g3_i1	TRINITY_DN3377_c0_g2_i2
TRINITY_DN3316_c1_g2_i1	TRINITY_DN3377_c1_g1_i1
TRINITY_DN33170_c0_g1_i1	TRINITY_DN3377_c1_g2_i6
TRINITY_DN33173_c0_g1_i2	TRINITY_DN3377_c1_g2_i7
TRINITY_DN33175_c2_g2_i1	TRINITY_DN3377_c1_g2_i8
TRINITY_DN3317_c0_g1_i3	TRINITY_DN33780_c1_g1_i14
TRINITY_DN3317_c0_g1_i6	TRINITY_DN33781_c0_g1_i9
TRINITY_DN3317_c0_g1_i7	TRINITY_DN33782_c1_g1_i1
TRINITY_DN331825_c0_g1_i1	TRINITY_DN33789_c0_g1_i2
TRINITY_DN331846_c0_g1_i1	TRINITY_DN3378_c0_g1_i1
TRINITY_DN331850_c0_g1_i1	TRINITY_DN3378_c0_g1_i3
TRINITY_DN33185_c0_g1_i1	TRINITY_DN33791_c0_g1_i1
TRINITY_DN3318_c0_g1_i3	TRINITY_DN33792_c0_g1_i1
TRINITY_DN3318_c0_g2_i1	TRINITY_DN33793_c0_g1_i3
TRINITY_DN3318_c0_g3_i1	TRINITY_DN33799_c0_g1_i1
TRINITY_DN3318_c0_g3_i2	TRINITY_DN337_c4_g1_i1
TRINITY_DN3318_c0_g4_i1	TRINITY_DN33804_c0_g1_i3
TRINITY_DN33192_c0_g4_i1	TRINITY_DN33806_c0_g1_i9
TRINITY_DN331937_c0_g1_i1	TRINITY_DN33812_c0_g1_i1
TRINITY_DN33198_c2_g1_i1	TRINITY_DN3381_c0_g3_i3
TRINITY_DN33198_c2_g2_i1	TRINITY_DN3381_c0_g5_i1
TRINITY_DN3319_c0_g1_i2	TRINITY_DN33822_c0_g1_i1
TRINITY_DN3319_c0_g3_i1	TRINITY_DN33822_c0_g1_i2
TRINITY_DN3319_c10_g1_i1	TRINITY_DN33822_c2_g1_i1
TRINITY_DN33202_c0_g1_i3	TRINITY_DN33824_c0_g1_i2
TRINITY_DN332047_c0_g1_i1	TRINITY_DN33827_c0_g1_i1
TRINITY_DN3320_c0_g1_i1	TRINITY_DN3382_c0_g1_i1
TRINITY_DN33212_c0_g1_i1	TRINITY_DN3382_c0_g1_i2
TRINITY_DN332133_c0_g1_i1	TRINITY_DN3382_c0_g1_i6
TRINITY_DN3321_c0_g1_i1	TRINITY_DN3382_c0_g1_i7
TRINITY_DN3321_c0_g1_i10	TRINITY_DN3382_c0_g1_i8
TRINITY_DN3321_c0_g1_i14	TRINITY_DN33833_c0_g2_i1
TRINITY_DN3321_c0_g1_i20	TRINITY_DN33840_c0_g1_i1
TRINITY_DN3321_c0_g1_i6	TRINITY_DN33843_c1_g1_i1
TRINITY_DN3321_c0_g1_i9	TRINITY_DN33847_c0_g1_i10
TRINITY_DN33224_c0_g1_i2	TRINITY_DN338495_c0_g1_i1
TRINITY_DN332256_c0_g1_i1	TRINITY_DN3384_c0_g1_i11
TRINITY_DN33225_c0_g1_i2	TRINITY_DN3384_c0_g1_i12
TRINITY_DN33228_c0_g1_i1	TRINITY_DN3384_c0_g1_i15
TRINITY_DN3322_c0_g1_i10	TRINITY_DN3384_c0_g1_i18
TRINITY_DN3322_c0_g1_i11	TRINITY_DN3384_c0_g1_i4
TRINITY_DN3322_c0_g1_i12	TRINITY_DN33851_c0_g1_i14
TRINITY_DN3322_c0_g1_i2	TRINITY_DN33851_c0_g1_i4
TRINITY_DN3322_c0_g1_i3	TRINITY_DN33851_c0_g1_i5
TRINITY_DN3322_c0_g2_i1	TRINITY_DN33851_c0_g1_i6
TRINITY_DN3322_c1_g1_i1	TRINITY_DN33851_c0_g1_i8
TRINITY_DN33236_c2_g1_i1	TRINITY_DN33851_c1_g1_i1
TRINITY_DN33237_c0_g1_i6	TRINITY_DN33852_c0_g1_i1
TRINITY_DN3323_c0_g1_i1	TRINITY_DN33852_c2_g1_i1
TRINITY_DN3323_c0_g1_i5	TRINITY_DN33858_c0_g1_i1
TRINITY_DN33245_c0_g1_i1	TRINITY_DN33865_c1_g1_i1
TRINITY_DN33245_c0_g2_i3	TRINITY_DN33867_c0_g2_i1
TRINITY_DN3324_c0_g1_i1	TRINITY_DN33867_c0_g2_i2
TRINITY_DN3324_c0_g1_i2	TRINITY_DN3386_c0_g2_i5
TRINITY_DN3324_c0_g1_i4	TRINITY_DN33879_c0_g1_i3
TRINITY_DN3324_c2_g1_i1	TRINITY_DN3387_c0_g1_i3
TRINITY_DN33250_c0_g1_i1	TRINITY_DN33884_c2_g1_i1
TRINITY_DN332581_c0_g1_i1	TRINITY_DN33884_c2_g1_i11
TRINITY_DN33258_c0_g1_i1	TRINITY_DN33884_c2_g1_i3
TRINITY_DN33258_c2_g1_i1	TRINITY_DN33884_c2_g1_i4
TRINITY_DN3325_c0_g2_i1	TRINITY_DN33884_c2_g1_i5
TRINITY_DN3325_c0_g3_i1	TRINITY_DN33884_c2_g1_i9
TRINITY_DN3325_c1_g1_i2	TRINITY_DN3388_c0_g1_i12
TRINITY_DN332628_c0_g1_i1	TRINITY_DN3388_c0_g1_i4
TRINITY_DN332647_c0_g1_i1	TRINITY_DN3388_c0_g1_i5
TRINITY_DN33264_c1_g1_i1	TRINITY_DN3388_c0_g1_i6
TRINITY_DN33269_c0_g1_i2	TRINITY_DN3388_c0_g1_i8
TRINITY_DN33269_c0_g1_i3	TRINITY_DN3388_c1_g1_i3
TRINITY_DN33269_c0_g1_i6	TRINITY_DN3388_c1_g1_i4
TRINITY_DN33273_c0_g1_i8	TRINITY_DN3388_c1_g1_i8
TRINITY_DN33274_c0_g1_i2	TRINITY_DN3388_c1_g1_i9
TRINITY_DN33277_c1_g1_i1	TRINITY_DN3388_c3_g1_i1
TRINITY_DN33278_c0_g1_i1	TRINITY_DN338937_c0_g1_i1
TRINITY_DN3327_c0_g1_i1	TRINITY_DN3389_c0_g1_i8
TRINITY_DN3327_c1_g1_i3	TRINITY_DN3389_c3_g1_i1
TRINITY_DN3327_c3_g1_i2	TRINITY_DN339008_c0_g1_i1
TRINITY_DN33284_c0_g2_i1	TRINITY_DN33901_c0_g1_i3
TRINITY_DN33292_c0_g2_i1	TRINITY_DN33902_c1_g1_i2
TRINITY_DN33293_c1_g2_i1	TRINITY_DN33917_c0_g1_i4
TRINITY_DN33294_c0_g1_i8	TRINITY_DN33922_c4_g1_i1
TRINITY_DN33299_c0_g1_i1	TRINITY_DN33924_c0_g2_i2
TRINITY_DN332_c0_g1_i3	TRINITY_DN33931_c0_g1_i1
TRINITY_DN332_c0_g1_i4	TRINITY_DN33933_c0_g1_i1
TRINITY_DN33309_c0_g2_i1	TRINITY_DN33937_c0_g2_i3
TRINITY_DN33312_c0_g2_i1	TRINITY_DN3393_c0_g1_i5
TRINITY_DN33317_c0_g3_i1	TRINITY_DN33940_c1_g1_i1
TRINITY_DN33319_c0_g1_i1	TRINITY_DN3394_c0_g1_i7
TRINITY_DN33319_c0_g4_i1	TRINITY_DN3394_c0_g1_i9
TRINITY_DN3331_c0_g1_i1	TRINITY_DN33952_c0_g1_i1
TRINITY_DN3331_c0_g1_i7	TRINITY_DN3395_c0_g1_i1
TRINITY_DN33320_c0_g3_i2	TRINITY_DN339601_c0_g1_i1
TRINITY_DN33322_c0_g1_i2	TRINITY_DN33965_c2_g1_i1
TRINITY_DN33326_c0_g2_i1	TRINITY_DN33969_c0_g1_i1
TRINITY_DN333280_c0_g1_i1	TRINITY_DN33977_c0_g1_i1
TRINITY_DN3332_c0_g1_i5	TRINITY_DN33978_c0_g1_i1
TRINITY_DN33332_c0_g1_i2	TRINITY_DN33978_c0_g2_i1
TRINITY_DN33332_c0_g1_i5	TRINITY_DN3398_c0_g1_i1
TRINITY_DN33332_c0_g1_i6	TRINITY_DN3398_c0_g1_i2
TRINITY_DN33332_c0_g4_i1	TRINITY_DN3398_c0_g1_i3
TRINITY_DN33333_c1_g1_i1	TRINITY_DN3398_c0_g1_i4
TRINITY_DN33334_c0_g1_i1	TRINITY_DN33999_c0_g1_i1
TRINITY_DN33334_c1_g1_i1	TRINITY_DN3399_c0_g1_i5
TRINITY_DN33337_c0_g1_i1	TRINITY_DN339_c0_g1_i11
TRINITY_DN333383_c0_g1_i1	TRINITY_DN339_c0_g1_i2
TRINITY_DN33339_c0_g2_i1	TRINITY_DN339_c0_g1_i4
TRINITY_DN33339_c5_g1_i1	TRINITY_DN339_c0_g1_i7
TRINITY_DN3333_c0_g1_i12	TRINITY_DN339_c0_g2_i1
TRINITY_DN3333_c0_g1_i8	TRINITY_DN339_c0_g3_i1
TRINITY_DN3333_c0_g1_i9	TRINITY_DN339_c1_g2_i4
TRINITY_DN3333_c3_g1_i1	TRINITY_DN339_c1_g2_i5
TRINITY_DN33346_c0_g1_i1	TRINITY_DN33_c0_g1_i1
TRINITY_DN33348_c0_g1_i1	TRINITY_DN33_c0_g1_i10
TRINITY_DN33349_c0_g1_i3	TRINITY_DN33_c0_g1_i12
TRINITY_DN3334_c0_g2_i3	TRINITY_DN33_c0_g1_i5
TRINITY_DN33357_c0_g1_i1	TRINITY_DN33_c0_g1_i6
TRINITY_DN33358_c1_g1_i1	TRINITY_DN34015_c0_g1_i2
TRINITY_DN3335_c1_g1_i4	TRINITY_DN34017_c1_g1_i1
TRINITY_DN3335_c1_g3_i1	TRINITY_DN3401_c0_g1_i2
TRINITY_DN333620_c0_g1_i1	TRINITY_DN3401_c1_g1_i4
TRINITY_DN33365_c0_g2_i1	TRINITY_DN3401_c2_g1_i1
TRINITY_DN33371_c0_g1_i1	TRINITY_DN34020_c0_g2_i1
TRINITY_DN33371_c0_g1_i2	TRINITY_DN34020_c0_g3_i1
TRINITY_DN33373_c0_g3_i1	TRINITY_DN340211_c0_g1_i1
TRINITY_DN33375_c0_g1_i2	TRINITY_DN3402_c0_g1_i2
TRINITY_DN333760_c0_g1_i1	TRINITY_DN3402_c0_g2_i3
TRINITY_DN33381_c0_g2_i1	TRINITY_DN3402_c0_g2_i9
TRINITY_DN33386_c0_g1_i2	TRINITY_DN34034_c0_g1_i1
TRINITY_DN33391_c0_g1_i1	TRINITY_DN34035_c0_g2_i1
TRINITY_DN33397_c0_g2_i7	TRINITY_DN34035_c1_g2_i1
TRINITY_DN3339_c0_g1_i11	TRINITY_DN34036_c2_g1_i1
TRINITY_DN3339_c0_g1_i13	TRINITY_DN34036_c2_g1_i2
TRINITY_DN3339_c0_g1_i6	TRINITY_DN34036_c2_g1_i3
TRINITY_DN3339_c0_g2_i2	TRINITY_DN34036_c2_g3_i2
TRINITY_DN3339_c0_g2_i3	TRINITY_DN34038_c0_g1_i1
TRINITY_DN333_c0_g1_i4	TRINITY_DN3403_c0_g1_i3
TRINITY_DN333_c0_g1_i6	TRINITY_DN3403_c0_g1_i6
TRINITY_DN334016_c0_g1_i1	TRINITY_DN3403_c0_g1_i7
TRINITY_DN33401_c0_g1_i1	TRINITY_DN34040_c0_g1_i2
TRINITY_DN33406_c0_g1_i6	TRINITY_DN34041_c1_g2_i1
TRINITY_DN3340_c1_g1_i3	TRINITY_DN34045_c1_g1_i1
TRINITY_DN3340_c1_g2_i1	TRINITY_DN3404_c0_g1_i1
TRINITY_DN33413_c0_g1_i1	TRINITY_DN3404_c0_g1_i2
TRINITY_DN33413_c0_g1_i2	TRINITY_DN3404_c0_g1_i6
TRINITY_DN334168_c0_g1_i1	TRINITY_DN3404_c0_g2_i1
TRINITY_DN33416_c2_g1_i1	TRINITY_DN3404_c1_g1_i1
TRINITY_DN33418_c1_g1_i1	TRINITY_DN34050_c0_g1_i2
TRINITY_DN33419_c0_g1_i1	TRINITY_DN34050_c0_g2_i1
TRINITY_DN3341_c0_g3_i12	TRINITY_DN34053_c0_g1_i2
TRINITY_DN3341_c0_g3_i14	TRINITY_DN34058_c0_g1_i1
TRINITY_DN3341_c0_g3_i19	TRINITY_DN3405_c0_g1_i2
TRINITY_DN3341_c0_g3_i5	TRINITY_DN34069_c0_g1_i1
TRINITY_DN33420_c0_g1_i1	TRINITY_DN3406_c0_g3_i1
TRINITY_DN334231_c0_g1_i1	TRINITY_DN3406_c0_g7_i1
TRINITY_DN33423_c0_g2_i1	TRINITY_DN3406_c2_g1_i10
TRINITY_DN334257_c0_g1_i1	TRINITY_DN3406_c2_g1_i6
TRINITY_DN33427_c0_g1_i2	TRINITY_DN34078_c0_g1_i1
TRINITY_DN3342_c0_g3_i2	TRINITY_DN34080_c0_g1_i1
TRINITY_DN33430_c0_g2_i10	TRINITY_DN34081_c0_g1_i2
TRINITY_DN33430_c0_g2_i14	TRINITY_DN34084_c0_g1_i1
TRINITY_DN33430_c0_g2_i2	TRINITY_DN34084_c0_g1_i4
TRINITY_DN33433_c0_g1_i1	TRINITY_DN34089_c0_g1_i2
TRINITY_DN33434_c0_g1_i2	TRINITY_DN3408_c0_g1_i10
TRINITY_DN33435_c0_g1_i1	TRINITY_DN34092_c0_g1_i4
TRINITY_DN33437_c0_g2_i2	TRINITY_DN340_c0_g2_i1
TRINITY_DN33437_c0_g3_i1	TRINITY_DN340_c2_g1_i1
TRINITY_DN33439_c0_g1_i1	TRINITY_DN340_c2_g2_i14
TRINITY_DN3343_c0_g1_i2	TRINITY_DN340_c2_g2_i3
TRINITY_DN3343_c1_g1_i2	TRINITY_DN340_c2_g2_i6
TRINITY_DN3343_c1_g2_i8	TRINITY_DN340_c2_g2_i9
TRINITY_DN3343_c5_g2_i1	TRINITY_DN34107_c1_g2_i2
TRINITY_DN3343_c5_g3_i2	TRINITY_DN3410_c0_g1_i1
TRINITY_DN3344_c0_g1_i1	TRINITY_DN3410_c1_g1_i3
TRINITY_DN33453_c0_g1_i4	TRINITY_DN3410_c1_g1_i6
TRINITY_DN33453_c0_g2_i1	TRINITY_DN3410_c1_g2_i13
TRINITY_DN33455_c0_g1_i2	TRINITY_DN3410_c1_g2_i7
TRINITY_DN33455_c0_g1_i6	TRINITY_DN3410_c1_g2_i8
TRINITY_DN33455_c0_g1_i9	TRINITY_DN3410_c1_g3_i1
TRINITY_DN33455_c0_g2_i1	TRINITY_DN3410_c2_g1_i1
TRINITY_DN33457_c0_g1_i2	TRINITY_DN34112_c0_g1_i1
TRINITY_DN33457_c0_g1_i3	TRINITY_DN34119_c0_g1_i2
TRINITY_DN33459_c0_g1_i3	TRINITY_DN34119_c0_g1_i3
TRINITY_DN3345_c0_g1_i8	TRINITY_DN34119_c0_g1_i4
TRINITY_DN334618_c0_g1_i1	TRINITY_DN3411_c0_g3_i2
TRINITY_DN33466_c0_g1_i2	TRINITY_DN3411_c0_g3_i5
TRINITY_DN33468_c0_g1_i5	TRINITY_DN3411_c0_g4_i2
TRINITY_DN33468_c0_g1_i6	TRINITY_DN3411_c1_g1_i1
TRINITY_DN3346_c0_g2_i1	TRINITY_DN3412_c0_g1_i2
TRINITY_DN33473_c0_g1_i7	TRINITY_DN3412_c0_g1_i4
TRINITY_DN33475_c0_g2_i2	TRINITY_DN34146_c1_g1_i2
TRINITY_DN33477_c0_g2_i1	TRINITY_DN34155_c0_g1_i2
TRINITY_DN3347_c0_g1_i10	TRINITY_DN34156_c0_g1_i1
TRINITY_DN3347_c0_g1_i3	TRINITY_DN34159_c1_g1_i1
TRINITY_DN3347_c0_g1_i8	TRINITY_DN3416_c0_g1_i10
TRINITY_DN3347_c0_g1_i9	TRINITY_DN34172_c0_g1_i1
TRINITY_DN33482_c4_g1_i1	TRINITY_DN34178_c2_g1_i1
TRINITY_DN33485_c0_g2_i1	TRINITY_DN34180_c0_g1_i6
TRINITY_DN3348_c0_g1_i1	TRINITY_DN34188_c0_g1_i3
TRINITY_DN33492_c2_g1_i2	TRINITY_DN34188_c0_g1_i7
TRINITY_DN33493_c0_g1_i1	TRINITY_DN34188_c0_g1_i9
TRINITY_DN334940_c0_g1_i1	TRINITY_DN3418_c0_g1_i2
TRINITY_DN33495_c0_g1_i1	TRINITY_DN3419_c0_g1_i11
TRINITY_DN334_c13_g1_i1	TRINITY_DN3419_c0_g1_i3
TRINITY_DN334_c7_g1_i3	TRINITY_DN3419_c0_g2_i1
TRINITY_DN334_c7_g1_i8	TRINITY_DN3419_c0_g3_i2
TRINITY_DN33503_c0_g1_i1	TRINITY_DN3419_c0_g3_i7
TRINITY_DN33504_c1_g1_i1	TRINITY_DN341_c1_g1_i1
TRINITY_DN335050_c0_g1_i1	TRINITY_DN341_c1_g1_i2
TRINITY_DN33506_c0_g1_i1	TRINITY_DN341_c1_g1_i4
TRINITY_DN33509_c0_g1_i6	TRINITY_DN341_c1_g1_i5
TRINITY_DN33512_c0_g2_i1	TRINITY_DN341_c1_g1_i6
TRINITY_DN33512_c3_g1_i1	TRINITY_DN341_c1_g1_i8
TRINITY_DN33513_c0_g1_i2	TRINITY_DN34201_c0_g1_i1
TRINITY_DN3351_c0_g1_i18	TRINITY_DN3420_c0_g1_i12
TRINITY_DN3351_c0_g1_i26	TRINITY_DN3420_c0_g1_i13
TRINITY_DN3351_c0_g1_i38	TRINITY_DN3420_c0_g1_i18
TRINITY_DN3351_c0_g1_i41	TRINITY_DN3420_c0_g1_i2
TRINITY_DN3351_c0_g1_i7	TRINITY_DN3420_c0_g1_i27
TRINITY_DN3351_c0_g2_i2	TRINITY_DN3420_c0_g3_i1
TRINITY_DN3351_c0_g3_i1	TRINITY_DN34211_c1_g1_i2
TRINITY_DN33523_c1_g1_i2	TRINITY_DN34213_c0_g1_i2
TRINITY_DN33524_c2_g1_i1	TRINITY_DN34213_c0_g1_i7
TRINITY_DN3352_c0_g1_i3	TRINITY_DN34214_c0_g1_i5
TRINITY_DN3352_c2_g1_i2	TRINITY_DN34216_c0_g2_i4
TRINITY_DN33531_c0_g1_i1	TRINITY_DN3421_c0_g1_i4
TRINITY_DN33532_c0_g1_i12	TRINITY_DN3421_c0_g1_i5
TRINITY_DN33532_c0_g1_i2	TRINITY_DN3421_c0_g1_i8
TRINITY_DN33532_c0_g1_i3	TRINITY_DN3421_c0_g1_i9
TRINITY_DN33532_c0_g1_i8	TRINITY_DN34220_c0_g2_i1
TRINITY_DN335335_c0_g1_i1	TRINITY_DN34221_c0_g1_i1
TRINITY_DN33533_c0_g1_i2	TRINITY_DN34221_c0_g1_i2
TRINITY_DN33534_c0_g2_i1	TRINITY_DN34231_c1_g1_i1
TRINITY_DN33535_c0_g1_i1	TRINITY_DN34232_c0_g1_i8
TRINITY_DN33539_c0_g1_i1	TRINITY_DN34236_c0_g2_i2
TRINITY_DN3353_c0_g1_i12	TRINITY_DN34237_c0_g1_i3
TRINITY_DN33546_c0_g1_i3	TRINITY_DN3423_c0_g1_i10
TRINITY_DN33547_c0_g1_i2	TRINITY_DN3423_c0_g1_i12
TRINITY_DN3354_c0_g1_i1	TRINITY_DN3423_c0_g1_i6
TRINITY_DN33550_c0_g1_i2	TRINITY_DN3423_c0_g1_i9
TRINITY_DN33551_c1_g1_i1	TRINITY_DN3424_c0_g1_i12
TRINITY_DN33553_c0_g1_i2	TRINITY_DN3424_c0_g1_i17
TRINITY_DN3355_c3_g2_i2	TRINITY_DN3424_c0_g1_i2
TRINITY_DN33561_c0_g1_i1	TRINITY_DN3424_c0_g1_i4
TRINITY_DN33566_c0_g3_i1	TRINITY_DN3424_c0_g1_i6
TRINITY_DN3356_c0_g1_i3	TRINITY_DN3424_c0_g1_i7
TRINITY_DN3356_c0_g2_i4	TRINITY_DN342537_c0_g1_i1
TRINITY_DN33575_c1_g1_i1	TRINITY_DN34260_c0_g3_i1
TRINITY_DN33575_c2_g1_i1	TRINITY_DN34264_c0_g2_i1
TRINITY_DN33575_c3_g1_i1	TRINITY_DN34266_c0_g1_i1
TRINITY_DN33576_c0_g1_i1	TRINITY_DN34268_c0_g1_i1
TRINITY_DN33579_c0_g2_i1	TRINITY_DN34269_c0_g1_i1
TRINITY_DN3357_c0_g1_i1	TRINITY_DN3426_c0_g1_i2
TRINITY_DN3357_c0_g1_i2	TRINITY_DN34270_c0_g1_i2
TRINITY_DN335804_c0_g1_i1	TRINITY_DN34274_c0_g1_i2
TRINITY_DN33581_c0_g1_i1	TRINITY_DN34281_c0_g1_i1
TRINITY_DN33583_c0_g4_i1	TRINITY_DN34283_c0_g1_i1
TRINITY_DN33584_c0_g2_i1	TRINITY_DN34283_c0_g1_i6
TRINITY_DN33584_c0_g3_i1	TRINITY_DN34295_c1_g1_i2
TRINITY_DN335857_c0_g1_i1	TRINITY_DN34295_c1_g2_i2
TRINITY_DN33585_c0_g2_i1	TRINITY_DN34296_c3_g1_i1
TRINITY_DN335868_c0_g1_i1	TRINITY_DN34297_c0_g1_i3
TRINITY_DN3358_c1_g2_i11	TRINITY_DN34298_c0_g1_i2
TRINITY_DN3358_c1_g2_i12	TRINITY_DN34299_c0_g1_i1
TRINITY_DN3358_c1_g2_i7	TRINITY_DN3429_c0_g1_i1
TRINITY_DN3358_c1_g2_i9	TRINITY_DN3429_c0_g1_i7
TRINITY_DN3358_c1_g4_i1	TRINITY_DN342_c0_g1_i2
TRINITY_DN3358_c20_g1_i2	TRINITY_DN342_c0_g1_i5
TRINITY_DN335933_c0_g1_i1	TRINITY_DN342_c0_g1_i8
TRINITY_DN3359_c0_g3_i2	TRINITY_DN342_c2_g1_i8
TRINITY_DN3359_c3_g1_i2	TRINITY_DN342_c2_g1_i9
TRINITY_DN335_c0_g1_i2	TRINITY_DN34300_c0_g1_i1
TRINITY_DN335_c0_g1_i20	TRINITY_DN34300_c0_g1_i4
TRINITY_DN335_c0_g1_i3	TRINITY_DN3430_c0_g1_i1
TRINITY_DN33602_c0_g1_i1	TRINITY_DN3430_c0_g1_i3
TRINITY_DN33602_c0_g2_i1	TRINITY_DN3430_c0_g2_i1
TRINITY_DN33602_c0_g3_i1	TRINITY_DN34313_c0_g2_i1
TRINITY_DN33607_c0_g1_i4	TRINITY_DN3431_c1_g1_i2
TRINITY_DN3360_c0_g1_i5	TRINITY_DN3431_c1_g2_i2
TRINITY_DN33613_c0_g1_i1	TRINITY_DN3431_c3_g1_i1
TRINITY_DN33617_c0_g1_i1	TRINITY_DN3431_c5_g2_i2
TRINITY_DN33617_c0_g2_i1	TRINITY_DN34321_c0_g1_i5
TRINITY_DN33618_c0_g2_i1	TRINITY_DN34321_c0_g1_i6
TRINITY_DN33619_c0_g1_i1	TRINITY_DN34321_c0_g1_i7
